idpr,exercise_problem_repeat_session,is_correct,is_hint_used,idcn,difficulty,learning_stage
8378943,1,1,0,382,0.0,0.0
9856565,1,1,0,382,0.0,0.0
10109173,3,1,0,382,0.0,0.0
10124609,1,1,0,382,0.0,0.0
11359275,3,1,0,382,0.0,0.0
11496527,3,1,0,382,0.0,0.0
11496757,1,1,0,382,0.0,0.0
12025399,2,1,0,382,0.0,0.0
12026554,3,1,0,382,0.0,0.0
12224364,4,0,1,382,0.0,0.0
12320227,1,1,0,382,0.0,0.0
13083862,2,1,0,382,0.0,0.0
13121720,3,0,1,382,0.0,0.0
13191074,2,1,0,382,0.0,0.0
13594647,2,1,0,382,0.0,0.0
13615999,4,0,1,382,0.0,0.0
14740907,1,1,0,382,0.0,0.0
14867260,1,1,0,382,0.0,0.0
14884360,3,1,0,382,0.0,0.0
14989957,3,1,0,382,0.0,0.0
14990486,4,1,0,382,0.0,0.0
1131541,1,0,1,382,0.0,0.0
3292913,1,1,0,382,0.0,0.0
7268401,1,1,0,382,0.0,0.0
7271359,1,0,1,382,0.0,0.0
9340589,1,0,1,382,0.0,0.0
10776239,1,0,1,382,0.0,0.0
10855326,1,1,0,382,0.0,0.0
11653357,1,0,1,382,0.0,0.0
14161982,1,1,0,382,0.0,0.0
145160,1,1,0,376,0.0,0.0
271245,1,1,0,376,0.0,0.0
289583,1,1,0,376,0.0,0.0
362300,1,1,0,376,0.0,0.0
591082,2,0,1,376,0.0,0.0
710567,1,1,0,376,0.0,0.0
733920,2,0,1,376,0.0,0.0
1632909,1,1,0,376,0.0,0.0
1968156,2,1,0,376,0.0,0.0
2245082,1,1,0,376,0.0,0.0
3464451,1,1,0,376,0.0,0.0
5244756,2,1,0,376,0.0,0.0
5359273,1,1,0,376,0.0,0.0
5359794,1,1,0,376,0.0,0.0
5394131,1,1,0,376,0.0,0.0
6578775,1,1,0,376,0.0,0.0
8118017,1,1,0,376,0.0,0.0
8235941,1,1,0,376,0.0,0.0
8327622,2,1,0,376,0.0,0.0
8487309,2,1,0,376,0.0,0.0
8503531,1,1,0,376,0.0,0.0
10439083,1,1,0,376,0.0,0.0
11745355,1,1,0,376,0.0,0.0
11972587,2,1,0,376,0.0,0.0
11973253,1,1,0,376,0.0,0.0
13504433,1,1,0,376,0.0,0.0
13706379,2,0,1,376,0.0,0.0
14604370,2,1,0,376,0.0,0.0
14884366,1,1,0,376,0.0,0.0
15056422,2,0,1,376,0.0,0.0
15487085,2,0,1,376,0.0,0.0
171954,1,1,0,534,0.0,0.0
412156,1,1,0,534,0.0,0.0
464168,1,1,0,534,0.0,0.0
735868,1,1,0,534,0.0,0.0
2605646,1,0,1,534,0.0,0.0
4122589,1,1,0,534,0.0,0.0
5037088,1,1,0,534,0.0,0.0
5584622,1,1,0,534,0.0,0.0
5604278,1,0,1,534,0.0,0.0
7116888,1,1,0,534,0.0,0.0
7139086,1,0,1,534,0.0,0.0
7223344,1,1,0,534,0.0,0.0
10464169,1,1,0,534,0.0,0.0
11768247,1,0,1,534,0.0,0.0
13421102,1,1,0,534,0.0,0.0
15169836,1,1,0,534,0.0,0.0
15574360,1,0,1,534,0.0,0.0
1090688,1,0,1,534,0.0,0.0
1233304,1,0,1,534,0.0,0.0
4259044,1,0,1,534,0.0,0.0
5648169,1,0,1,534,0.0,0.0
7759952,1,0,1,534,0.0,0.0
10775637,1,0,1,534,0.0,0.0
10935902,1,1,0,534,0.0,0.0
12562457,1,0,1,534,0.0,0.0
14895893,1,1,0,534,0.0,0.0
402616,1,0,1,534,0.0,0.0
556842,1,0,1,534,0.0,0.0
755924,1,0,1,534,0.0,0.0
762848,1,0,1,534,0.0,0.0
5468048,1,1,0,534,0.0,0.0
5517762,1,0,1,534,0.0,0.0
5797588,1,0,1,534,0.0,0.0
7048749,1,0,1,534,0.0,0.0
11917333,1,0,1,534,0.0,0.0
12340465,1,0,1,534,0.0,0.0
13730153,1,0,1,534,0.0,0.0
13937011,1,0,1,534,0.0,0.0
202238,1,1,0,391,2.0,0.0
361818,2,1,0,391,2.0,0.0
694721,2,0,1,391,2.0,0.0
1841359,2,1,0,391,2.0,0.0
2212664,1,0,1,391,2.0,0.0
3957001,1,1,0,391,2.0,0.0
5011422,1,1,0,391,2.0,0.0
5119709,1,1,0,391,2.0,0.0
5360016,1,1,0,391,2.0,0.0
5706515,1,0,1,391,2.0,0.0
8219100,1,1,0,391,2.0,0.0
10224344,1,1,0,391,2.0,0.0
10702031,1,0,1,391,2.0,0.0
11638768,1,1,0,391,2.0,0.0
11844988,1,1,0,391,2.0,0.0
11846269,2,1,0,391,2.0,0.0
13191726,1,1,0,391,2.0,0.0
13226976,1,1,0,391,2.0,0.0
13896818,1,0,1,391,2.0,0.0
15306106,1,1,0,391,2.0,0.0
343470,1,0,1,391,2.0,0.0
1711387,1,0,1,391,2.0,0.0
8635097,1,0,1,391,2.0,0.0
13314105,1,0,1,391,2.0,0.0
14795558,1,0,1,391,2.0,0.0
123001,1,1,0,391,2.0,0.0
6752693,1,1,0,391,2.0,0.0
217917,1,1,0,379,0.0,0.0
442002,1,1,0,379,0.0,0.0
661196,2,0,1,379,0.0,0.0
676599,2,1,0,379,0.0,0.0
1715377,1,1,0,379,0.0,0.0
1734946,1,1,0,379,0.0,0.0
2002657,2,1,0,379,0.0,0.0
2063487,1,1,0,379,0.0,0.0
2298567,2,1,0,379,0.0,0.0
2319081,2,0,1,379,0.0,0.0
3685412,1,1,0,379,0.0,0.0
4993614,1,1,0,379,0.0,0.0
6706009,2,1,0,379,0.0,0.0
7017880,2,1,0,379,0.0,0.0
8783242,3,1,0,379,0.0,0.0
9966848,2,1,0,379,0.0,0.0
11551980,1,1,0,379,0.0,0.0
11552205,1,1,0,379,0.0,0.0
11622203,1,1,0,379,0.0,0.0
11694175,2,1,0,379,0.0,0.0
11729178,2,1,0,379,0.0,0.0
11972433,1,1,0,379,0.0,0.0
12065749,3,0,1,379,0.0,0.0
12320550,2,1,0,379,0.0,0.0
13064123,1,1,0,379,0.0,0.0
13504218,2,1,0,379,0.0,0.0
13866918,2,0,1,379,0.0,0.0
13942525,1,1,0,379,0.0,0.0
14741819,1,1,0,379,0.0,0.0
14849656,1,1,0,379,0.0,0.0
14921422,1,1,0,379,0.0,0.0
15273877,2,0,1,379,0.0,0.0
6075316,1,0,1,379,0.0,0.0
7598586,1,0,1,379,0.0,0.0
10918946,1,0,1,379,0.0,0.0
14019709,1,1,0,379,0.0,0.0
14205614,1,0,1,379,0.0,0.0
15378159,1,0,1,379,0.0,0.0
4960459,1,0,1,379,0.0,0.0
6898333,1,0,1,379,0.0,0.0
237927,1,1,0,373,0.0,0.0
495672,1,1,0,373,0.0,0.0
2003045,1,1,0,373,0.0,0.0
2213384,1,0,1,373,0.0,0.0
3740078,1,1,0,373,0.0,0.0
5244723,1,1,0,373,0.0,0.0
5543728,1,0,1,373,0.0,0.0
7408828,1,0,1,373,0.0,0.0
8982361,1,0,1,373,0.0,0.0
13895957,1,0,1,373,0.0,0.0
1090208,1,0,1,373,0.0,0.0
2712721,1,0,1,373,0.0,0.0
3790163,1,0,1,373,0.0,0.0
4028935,1,0,1,373,0.0,0.0
12440732,1,0,1,373,0.0,0.0
2247567,1,0,1,373,0.0,0.0
2283007,1,0,1,373,0.0,0.0
2340302,1,0,1,373,0.0,0.0
7411519,1,0,1,373,0.0,0.0
10173755,1,0,1,373,0.0,0.0
292982,2,1,0,326,0.0,0.0
1223065,2,1,0,326,0.0,0.0
2715891,1,1,0,326,0.0,0.0
2918298,1,1,0,326,0.0,0.0
4377548,1,1,0,326,0.0,0.0
4796863,1,1,0,326,0.0,0.0
4856155,1,0,1,326,0.0,0.0
5916677,1,1,0,326,0.0,0.0
6025009,2,1,0,326,0.0,0.0
6045099,2,1,0,326,0.0,0.0
6168076,1,1,0,326,0.0,0.0
6168718,1,1,0,326,0.0,0.0
6403705,2,0,1,326,0.0,0.0
6417905,1,1,0,326,0.0,0.0
6447343,1,0,1,326,0.0,0.0
7538905,1,1,1,326,0.0,0.0
7702133,1,1,0,326,0.0,0.0
7787389,1,0,1,326,0.0,0.0
8164056,1,1,0,326,0.0,0.0
9199956,1,1,0,326,0.0,0.0
9239801,1,1,0,326,0.0,0.0
10501761,1,1,0,326,0.0,0.0
10765035,2,1,0,326,0.0,0.0
10982179,1,1,1,326,0.0,0.0
12123816,1,1,0,326,0.0,0.0
12949387,2,1,0,326,0.0,0.0
12970217,2,1,0,326,0.0,0.0
14093192,2,1,0,326,0.0,0.0
14401785,2,0,1,326,0.0,0.0
328656,1,0,1,642,2.0,0.0
1699189,1,0,1,642,2.0,0.0
1933495,1,0,1,642,2.0,0.0
6689159,1,0,1,642,2.0,0.0
9507534,1,1,0,642,2.0,0.0
9794862,1,1,0,642,2.0,0.0
12749573,1,1,0,642,2.0,0.0
13137674,1,0,1,642,2.0,0.0
14333380,1,1,0,642,2.0,0.0
14598733,1,1,0,642,2.0,0.0
16014969,1,1,0,642,2.0,0.0
4769090,1,0,1,642,2.0,0.0
6173385,1,0,1,642,2.0,0.0
447502,1,1,0,600,0.0,0.0
594172,1,1,0,600,0.0,0.0
665086,1,1,0,600,0.0,0.0
942072,1,0,1,600,0.0,0.0
2286540,1,1,0,600,0.0,0.0
2648930,2,1,0,600,0.0,0.0
4105194,2,1,0,600,0.0,0.0
4128069,1,0,1,600,0.0,0.0
5495442,1,1,0,600,0.0,0.0
6900534,1,1,0,600,0.0,0.0
7142831,1,1,0,600,0.0,0.0
7157433,1,0,1,600,0.0,0.0
7465522,1,1,0,600,0.0,0.0
10427212,1,1,0,600,0.0,0.0
12100395,2,0,1,600,0.0,0.0
13612048,2,1,0,600,0.0,0.0
13881539,1,1,0,600,0.0,0.0
14771732,1,0,1,600,0.0,0.0
15043074,1,1,0,600,0.0,0.0
1978768,1,1,0,600,0.0,0.0
3476943,1,1,0,600,0.0,0.0
3619819,1,1,0,600,0.0,0.0
3623384,1,0,1,600,0.0,0.0
7966627,1,1,0,600,0.0,0.0
9834180,1,1,0,600,0.0,0.0
9851217,1,1,0,600,0.0,0.0
9941395,1,1,0,600,0.0,0.0
11586375,1,0,1,600,0.0,0.0
14453083,1,1,0,600,0.0,0.0
14719552,1,0,1,600,0.0,0.0
14950784,1,1,0,600,0.0,0.0
1925300,1,0,1,600,0.0,0.0
6137190,1,0,1,600,0.0,0.0
7503112,1,0,1,600,0.0,0.0
8654854,1,0,1,600,0.0,0.0
15806490,1,0,1,600,0.0,0.0
808612,1,0,1,600,0.0,0.0
8282507,1,0,1,600,0.0,0.0
8789820,1,1,1,600,0.0,0.0
12214758,1,0,1,600,0.0,0.0
15174689,1,0,1,600,0.0,0.0
15228488,1,0,1,600,0.0,0.0
529702,1,1,0,384,0.0,0.0
711885,1,1,0,384,0.0,0.0
875818,1,0,1,384,0.0,0.0
893427,2,0,1,384,0.0,0.0
1750146,1,1,0,384,0.0,0.0
1768057,1,1,0,384,0.0,0.0
3336086,1,1,0,384,0.0,0.0
3919974,1,1,0,384,0.0,0.0
4976975,1,1,0,384,0.0,0.0
5011945,1,1,0,384,0.0,0.0
8219007,1,1,0,384,0.0,0.0
8603157,2,1,0,384,0.0,0.0
9820874,1,1,0,384,0.0,0.0
9842313,1,0,1,384,0.0,0.0
11567701,1,1,0,384,0.0,0.0
12982696,1,1,0,384,0.0,0.0
13383649,2,0,1,384,0.0,0.0
14686969,2,1,0,384,0.0,0.0
15470223,1,0,1,384,0.0,0.0
1274166,1,0,1,384,0.0,0.0
7268548,1,1,1,384,0.0,0.0
